When was the date of your most recent flight?,Progress,Duration (in seconds),Finished,Response ID,Where was your originating airport?,Where was your destination airport?,"Overall, were you satisfied with the pre flight experience at your originating airport?","Overall, were you satisfied with the pre flight experience at your destination airport?",Did your flight leave on time?,Did you find the seats comfortable?,Are you currently one of our rewards members?,Please enter your rewards number,Were the seats comfortable?,What type of travel were you doing?,What gender do you identify as?,What is your age?
13/09/2021 00:00:00,100,0,True,R_6QHroxFoGdh3Uhv,Seattle,New York,Satisfied,Unsatisfied,Might or might not,Probably not,Yes,46668,Slightly uncomfortable,Business,Prefer not to say,44
31/07/2021 00:00:00,100,0,True,R_4TkN1DhtVSJSjqZ,Los Angeles,Seattle,Satisfied,Unsatisfied,Definitely not,Definitely yes,No,23500,Slightly comfortable,Personal,Non-binary / third gender,35
26/09/2021 00:00:00,100,0,True,R_8whXurjgj22L7zT,Saint Louis,Saint Louis,Satisfied,Unsatisfied,Might or might not,Definitely yes,No,20626,Neither comfortable nor uncomfortable,Business,Male,22
12/07/2021 00:00:00,100,0,True,R_eqVEeHZURsAGoIZ,Seattle,Chicago,Unsatisfied,Unsatisfied,Definitely not,Probably yes,Yes,13949,Slightly uncomfortable,Personal,Male,48
23/04/2021 00:00:00,100,0,True,R_6YIYIuD7nO8hxTD,Denver,Dallas,Satisfied,Satisfied,Definitely not,Probably not,No,38123,Moderately comfortable,Personal,Male,34
10/02/2021 00:00:00,100,0,True,R_1LnDVwDzUWZkRMh,Denver,Saint Louis,Satisfied,Unsatisfied,Definitely yes,Might or might not,No,88321,Slightly comfortable,Business,Female,31
17/04/2021 00:00:00,100,0,True,R_7PRPtiuHsbWsLhX,Chicago,Denver,Unsatisfied,Satisfied,Definitely not,Might or might not,No,78899,Neither comfortable nor uncomfortable,Business,Female,42
14/05/2021 00:00:00,100,0,True,R_da10KHUXECKlaV7,Dallas,Denver,Satisfied,Satisfied,Definitely yes,Probably yes,No,53506,Slightly uncomfortable,Business,Prefer not to say,18
27/02/2021 00:00:00,100,0,True,R_9EVgATS4HG15jtX,Dallas,Denver,Unsatisfied,Satisfied,Definitely yes,Definitely yes,Yes,37483,Extremely uncomfortable,Personal,Male,35
01/07/2021 00:00:00,100,1,True,R_4VDR0THnZO349Cd,Dallas,Orlando,Unsatisfied,Unsatisfied,Probably yes,Probably not,Yes,46029,Neither comfortable nor uncomfortable,Personal,Male,31
08/10/2021 00:00:00,100,0,True,R_bQrpi7QEQTIXbfv,Seattle,Seattle,Satisfied,Satisfied,Definitely yes,Might or might not,No,73922,Extremely comfortable,Business,Female,48
23/10/2021 00:00:00,100,0,True,R_1O06Qkv9K7tCNLf,Denver,Orlando,Satisfied,Satisfied,Definitely yes,Definitely not,No,41714,Extremely uncomfortable,Business,Female,54
27/08/2021 00:00:00,100,0,True,R_5BwI1yty5Gq7up7,Seattle,Chicago,Unsatisfied,Unsatisfied,Might or might not,Definitely yes,Yes,31552,Extremely comfortable,Personal,Female,
24/04/2021 00:00:00,100,0,True,R_0lmIRmXAQ6uxNpb,Seattle,Denver,Satisfied,Satisfied,Might or might not,Definitely yes,Yes,31203,Extremely uncomfortable,Business,Male,23
09/08/2021 00:00:00,100,0,True,R_e2PNeVOLEG7rDuZ,New York,Seattle,Satisfied,Satisfied,Probably yes,Probably not,Yes,62347,Extremely uncomfortable,Business,Non-binary / third gender,29
02/07/2021 00:00:00,100,0,True,R_ehQtQb1HjLBM473,Saint Louis,Denver,Unsatisfied,Satisfied,Probably yes,Definitely not,Yes,90376,Neither comfortable nor uncomfortable,Personal,Prefer not to say,32
16/10/2021 00:00:00,100,0,True,R_0GtYtYSGxs0xOPr,New York,Orlando,Unsatisfied,Satisfied,Probably yes,Definitely not,Yes,88977,Neither comfortable nor uncomfortable,Business,Male,34
27/08/2021 00:00:00,100,0,True,R_0k7sRL2ODyOBKYZ,Los Angeles,Denver,Satisfied,Satisfied,Might or might not,Definitely yes,No,66518,Extremely uncomfortable,Personal,Prefer not to say,23
21/11/2021 00:00:00,100,0,True,R_8eKeWTxJQaQPaol,Saint Louis,New York,Unsatisfied,Satisfied,Definitely not,Probably yes,No,61248,Neither comfortable nor uncomfortable,Business,Prefer not to say,29
07/02/2021 00:00:00,100,0,True,R_6VHzGcdWrRTVk7H,Los Angeles,Denver,Unsatisfied,Unsatisfied,Definitely not,Might or might not,Yes,63296,Slightly uncomfortable,Business,Male,35
19/04/2021 00:00:00,100,0,True,R_9WS3gxGwp8iCxy5,Orlando,Seattle,Unsatisfied,Unsatisfied,Probably not,Probably not,No,36453,Slightly comfortable,Personal,Non-binary / third gender,42
26/10/2021 00:00:00,100,0,True,R_5alBsPaHWs5anWd,Orlando,Denver,Satisfied,Satisfied,Probably yes,Definitely not,No,38556,Slightly uncomfortable,Personal,Male,39
16/05/2021 00:00:00,100,0,True,R_3WUPalCXmXJkns1,Los Angeles,New York,Unsatisfied,Satisfied,Probably yes,Definitely not,Yes,42899,Slightly comfortable,Business,Prefer not to say,36
12/07/2021 00:00:00,100,0,True,R_b71txyyQghhPMwt,Denver,Saint Louis,Satisfied,Satisfied,Definitely yes,Probably yes,Yes,12103,Extremely uncomfortable,Personal,Non-binary / third gender,27
10/01/2021 00:00:00,100,0,True,R_3Wva7NKZY5u3jJr,Los Angeles,Saint Louis,Satisfied,Unsatisfied,Might or might not,Definitely yes,No,40075,Moderately uncomfortable,Personal,Prefer not to say,43
13/07/2021 00:00:00,100,0,True,R_eySZzWRuFBINYpv,Los Angeles,Dallas,Unsatisfied,Satisfied,Probably not,Might or might not,No,96215,Slightly comfortable,Business,Prefer not to say,54
29/05/2021 00:00:00,100,0,True,R_0CyDlECGQh231Jz,New York,Denver,Satisfied,Unsatisfied,Might or might not,Probably yes,No,42118,Moderately uncomfortable,Personal,Female,53
27/07/2021 00:00:00,100,0,True,R_8IAFSZUUHnK3457,Seattle,Los Angeles,Satisfied,Unsatisfied,Definitely not,Probably yes,No,48651,Extremely uncomfortable,Personal,Prefer not to say,35
27/08/2021 00:00:00,100,0,True,R_bpSNyQ1kx8Fuis5,Orlando,Los Angeles,Satisfied,Satisfied,Might or might not,Definitely not,Yes,89706,Moderately comfortable,Personal,Male,35
09/06/2021 00:00:00,100,0,True,R_0HagFVUDIAFmOu9,Orlando,Saint Louis,Satisfied,Satisfied,Definitely yes,Definitely not,No,16877,Slightly uncomfortable,Personal,Female,52
31/07/2021 00:00:00,100,0,True,R_6yth4h8I4p7pNaZ,New York,Orlando,Satisfied,Satisfied,Definitely yes,Might or might not,Yes,74182,Slightly comfortable,Personal,Non-binary / third gender,32
17/03/2021 00:00:00,100,0,True,R_cOWJzwkll4p7Rat,Chicago,Los Angeles,Satisfied,Unsatisfied,Probably not,Might or might not,Yes,87903,Slightly comfortable,Personal,Female,49
17/12/2021 00:00:00,100,0,True,R_exGdUjzAPXR7wFf,Los Angeles,Orlando,Satisfied,Satisfied,Might or might not,Definitely yes,No,86983,Neither comfortable nor uncomfortable,Personal,Female,23
09/08/2021 00:00:00,100,0,True,R_czQkHTDuAKXWCKp,Chicago,Dallas,Satisfied,Satisfied,Definitely not,Probably not,No,32271,Moderately comfortable,Business,Female,35
13/01/2021 00:00:00,100,0,True,R_efihqiJh8XLHiZL,New York,Chicago,Satisfied,Satisfied,Probably not,Probably not,No,20558,Slightly uncomfortable,Business,Female,34
16/10/2021 00:00:00,100,0,True,R_5mXdVNyUVlf0QDz,New York,Dallas,Satisfied,Satisfied,Definitely yes,Might or might not,Yes,26572,Slightly uncomfortable,Business,Female,40
27/01/2021 00:00:00,100,0,True,R_298fRCyXkeJmFLf,Dallas,Orlando,Unsatisfied,Satisfied,Definitely yes,Definitely yes,No,28276,Moderately comfortable,Business,Non-binary / third gender,52
16/06/2021 00:00:00,100,0,True,R_4NFpQ1c0EMEoAaV,Saint Louis,New York,Satisfied,Satisfied,Definitely not,Definitely yes,No,19784,Extremely uncomfortable,Personal,Non-binary / third gender,26
01/04/2021 00:00:00,100,0,True,R_4O2t7yk6YWdtDnv,Orlando,New York,Satisfied,Satisfied,Definitely not,Definitely not,Yes,77676,Slightly uncomfortable,Personal,Female,28
19/03/2021 00:00:00,100,0,True,R_025n0CXC7l5AlCt,Orlando,Saint Louis,Unsatisfied,Satisfied,Might or might not,Probably yes,No,73085,Neither comfortable nor uncomfortable,Personal,Non-binary / third gender,24
26/04/2021 00:00:00,100,0,True,R_06NQ5TZz9Ng6AVD,Chicago,Saint Louis,Unsatisfied,Unsatisfied,Definitely yes,Definitely not,Yes,93873,Slightly uncomfortable,Personal,Non-binary / third gender,54
21/04/2021 00:00:00,100,0,True,R_eszVvxLU7XxgLyd,Denver,Chicago,Satisfied,Satisfied,Probably not,Might or might not,Yes,57145,Extremely comfortable,Personal,Male,38
08/08/2021 00:00:00,100,0,True,R_cHMp3A0X5oIeVVP,Dallas,Los Angeles,Satisfied,Unsatisfied,Definitely yes,Definitely yes,No,50046,Slightly uncomfortable,Business,Female,32
31/10/2021 00:00:00,100,0,True,R_9NdncLosMThf4xL,Orlando,Seattle,Unsatisfied,Satisfied,Probably yes,Might or might not,No,16969,Extremely comfortable,Personal,Female,23
25/01/2021 00:00:00,100,0,True,R_bsCT31pJhjBKE4t,Denver,Chicago,Unsatisfied,Unsatisfied,Might or might not,Definitely yes,No,50103,Neither comfortable nor uncomfortable,Business,Non-binary / third gender,20
21/10/2021 00:00:00,100,0,True,R_cT1MuLRp13dahIF,Seattle,Saint Louis,Satisfied,Satisfied,Definitely yes,Might or might not,Yes,60220,Moderately comfortable,Business,Non-binary / third gender,36
08/02/2021 00:00:00,100,0,True,R_eyBpyo7gGWx61Ex,Chicago,New York,Unsatisfied,Unsatisfied,Probably not,Definitely yes,Yes,27699,Neither comfortable nor uncomfortable,Business,Female,23
06/01/2021 00:00:00,100,0,True,R_2ix3P7GaiTGEN4V,New York,Los Angeles,Satisfied,Unsatisfied,Definitely not,Probably yes,No,91530,Moderately uncomfortable,Business,Female,21
08/10/2021 00:00:00,100,0,True,R_5iFcOoGilDZxJxr,Orlando,Chicago,Unsatisfied,Unsatisfied,Probably yes,Definitely yes,Yes,78472,Slightly comfortable,Personal,Female,35
22/10/2021 00:00:00,100,0,True,R_dnyGfmpz5jU8kkJ,Saint Louis,Dallas,Satisfied,Unsatisfied,Definitely yes,Might or might not,No,87225,Neither comfortable nor uncomfortable,Personal,Male,
01/10/2021 00:00:00,100,0,True,R_1Fhbg8uD8RL4vjL,Seattle,Saint Louis,Unsatisfied,Unsatisfied,Probably yes,Probably not,No,80395,Extremely uncomfortable,Business,Male,31
10/02/2021 00:00:00,100,0,True,R_dcID7X9Ru0iVTrT,Chicago,Los Angeles,Satisfied,Unsatisfied,Probably not,Might or might not,Yes,56963,Neither comfortable nor uncomfortable,Personal,Prefer not to say,52
18/08/2021 00:00:00,100,0,True,R_5neSkddGJabFB41,Saint Louis,Saint Louis,Satisfied,Unsatisfied,Probably not,Probably not,No,25776,Moderately comfortable,Business,Female,26
29/01/2021 00:00:00,100,0,True,R_0OFC46nUsFiz6sJ,Denver,Los Angeles,Unsatisfied,Unsatisfied,Probably yes,Definitely yes,No,43245,Slightly comfortable,Business,Male,51
19/11/2021 00:00:00,100,0,True,R_1OdiJ38NXLGpvWR,Denver,Saint Louis,Satisfied,Unsatisfied,Definitely not,Might or might not,No,93298,Neither comfortable nor uncomfortable,Business,Non-binary / third gender,44
07/10/2021 00:00:00,100,0,True,R_81E8ukc16418pKt,Denver,Saint Louis,Satisfied,Satisfied,Definitely yes,Might or might not,No,38848,Moderately uncomfortable,Personal,Female,22
20/03/2021 00:00:00,100,0,True,R_74ndkWr5atlJExf,Saint Louis,Seattle,Unsatisfied,Unsatisfied,Definitely yes,Definitely yes,No,92618,Slightly uncomfortable,Business,Non-binary / third gender,36
18/11/2021 00:00:00,100,0,True,R_esUK8zVbX49EpPD,Orlando,New York,Satisfied,Unsatisfied,Might or might not,Might or might not,No,89594,Moderately uncomfortable,Business,Female,26
28/03/2021 00:00:00,100,0,True,R_42XIPZ4dOgrftKB,Orlando,Orlando,Unsatisfied,Unsatisfied,Definitely yes,Definitely yes,Yes,98172,Extremely comfortable,Business,Male,23
04/07/2021 00:00:00,100,0,True,R_6JeBS2BwHetyvQx,New York,Denver,Satisfied,Unsatisfied,Might or might not,Definitely yes,No,63939,Moderately uncomfortable,Business,Female,33
14/10/2021 00:00:00,100,0,True,R_87jgiHsK1keCW6F,Orlando,Seattle,Unsatisfied,Unsatisfied,Might or might not,Might or might not,No,65832,Moderately uncomfortable,Personal,Non-binary / third gender,51
12/08/2021 00:00:00,100,0,True,R_cOnvc1uuzGWULbL,Orlando,Orlando,Unsatisfied,Satisfied,Might or might not,Definitely yes,No,40647,Neither comfortable nor uncomfortable,Personal,Non-binary / third gender,34
31/12/2021 00:00:00,100,0,True,R_dcgHAcpBveM5iGF,Saint Louis,Chicago,Satisfied,Unsatisfied,Probably not,Probably not,Yes,33393,Moderately comfortable,Business,Female,49
16/06/2021 00:00:00,100,0,True,R_8CYdsoci5m5Xuex,New York,Saint Louis,Unsatisfied,Unsatisfied,Probably not,Might or might not,Yes,80178,Extremely uncomfortable,Personal,Male,43
24/01/2021 00:00:00,100,0,True,R_cAaxfX8JWHHvXUx,Denver,Orlando,Unsatisfied,Satisfied,Definitely yes,Might or might not,Yes,83777,Moderately comfortable,Business,Male,46
29/05/2021 00:00:00,100,0,True,R_0eNNHyX2Kx3bh65,Orlando,Saint Louis,Satisfied,Satisfied,Might or might not,Might or might not,Yes,32248,Slightly uncomfortable,Business,Female,41
05/07/2021 00:00:00,100,0,True,R_3zckvW904PXyr5j,Dallas,Dallas,Satisfied,Unsatisfied,Probably yes,Probably not,Yes,84030,Extremely uncomfortable,Business,Prefer not to say,47
21/10/2021 00:00:00,100,0,True,R_bkgJQB7Bf41JuBv,Saint Louis,Chicago,Satisfied,Satisfied,Might or might not,Definitely not,No,92246,Extremely comfortable,Business,Male,33
07/11/2021 00:00:00,100,0,True,R_emLOXuLsuJ8mvjL,Denver,New York,Unsatisfied,Unsatisfied,Might or might not,Probably not,No,60621,Extremely comfortable,Business,Prefer not to say,54
04/10/2021 00:00:00,100,0,True,R_ewZTu6NP4GAhyPr,Seattle,Dallas,Unsatisfied,Unsatisfied,Definitely yes,Probably not,No,66133,Extremely uncomfortable,Business,Male,44
10/03/2021 00:00:00,100,0,True,R_0kTprIpt2OSFCXX,Chicago,Saint Louis,Unsatisfied,Unsatisfied,Might or might not,Probably not,No,62584,Slightly comfortable,Business,Female,19
26/02/2021 00:00:00,100,0,True,R_0VfVShYcF43j9D7,Saint Louis,Saint Louis,Unsatisfied,Satisfied,Definitely yes,Definitely yes,Yes,37654,Slightly uncomfortable,Personal,Male,51
04/09/2021 00:00:00,100,0,True,R_5BV8u3BcFPYpDqR,Dallas,Dallas,Unsatisfied,Unsatisfied,Definitely yes,Definitely not,Yes,57202,Neither comfortable nor uncomfortable,Personal,Female,32
09/05/2021 00:00:00,100,0,True,R_daTaXtt15Qh7PFz,Chicago,Orlando,Satisfied,Unsatisfied,Probably yes,Probably not,Yes,45323,Neither comfortable nor uncomfortable,Personal,Male,39
28/10/2021 00:00:00,100,0,True,R_6G6tt71VRXk7xkN,Denver,New York,Satisfied,Satisfied,Definitely yes,Definitely not,Yes,86604,Neither comfortable nor uncomfortable,Business,Female,40
05/10/2021 00:00:00,100,0,True,R_eDRCYPMSLJBpoAR,Dallas,Chicago,Unsatisfied,Unsatisfied,Probably not,Probably yes,No,36633,Neither comfortable nor uncomfortable,Personal,Female,39
27/12/2021 00:00:00,100,0,True,R_egNNJDK4gBGkd1z,Los Angeles,Denver,Unsatisfied,Satisfied,Might or might not,Probably yes,Yes,26117,Neither comfortable nor uncomfortable,Personal,Male,44
18/10/2021 00:00:00,100,0,True,R_2oxR2AtINjOmWYR,Chicago,Saint Louis,Unsatisfied,Unsatisfied,Probably yes,Probably not,No,78604,Neither comfortable nor uncomfortable,Personal,Non-binary / third gender,43
09/10/2021 00:00:00,100,0,True,R_9RbFaUoZp3tdUGx,Denver,Denver,Satisfied,Satisfied,Probably yes,Definitely not,Yes,44707,Slightly comfortable,Business,Prefer not to say,52
23/04/2021 00:00:00,100,0,True,R_6JciPhUlUNjdD93,Denver,Seattle,Satisfied,Satisfied,Definitely not,Probably not,Yes,75548,Extremely comfortable,Personal,Non-binary / third gender,25
11/08/2021 00:00:00,100,0,True,R_bPDTpbCG4Njq1ff,Saint Louis,Chicago,Unsatisfied,Satisfied,Might or might not,Probably not,No,85740,Extremely comfortable,Business,Male,38
04/10/2021 00:00:00,100,0,True,R_czRGmRvUkgproAB,Denver,Denver,Unsatisfied,Unsatisfied,Might or might not,Might or might not,Yes,16300,Moderately uncomfortable,Personal,Non-binary / third gender,51
06/10/2021 00:00:00,100,0,True,R_d5UfqYAmwMc2SH3,Saint Louis,New York,Unsatisfied,Unsatisfied,Might or might not,Definitely not,No,65297,Slightly uncomfortable,Business,Male,30
24/09/2021 00:00:00,100,0,True,R_5at6NxJZB7SZTw1,Los Angeles,Seattle,Satisfied,Unsatisfied,Might or might not,Definitely not,Yes,77146,Slightly uncomfortable,Business,Non-binary / third gender,35
09/02/2021 00:00:00,100,0,True,R_bwI7ASSuskGD2ct,Denver,Orlando,Unsatisfied,Unsatisfied,Definitely yes,Definitely yes,No,25287,Moderately uncomfortable,Business,Non-binary / third gender,32
01/10/2021 00:00:00,100,0,True,R_8tZOqJFF83w39QN,New York,New York,Unsatisfied,Satisfied,Definitely yes,Definitely not,Yes,54941,Slightly comfortable,Business,Male,45
26/07/2021 00:00:00,100,0,True,R_0iDF7EFfxauErPf,Dallas,Seattle,Satisfied,Satisfied,Definitely yes,Definitely yes,Yes,49565,Slightly uncomfortable,Personal,Prefer not to say,37
07/06/2021 00:00:00,100,0,True,R_78JBJW3gW0w60DP,Denver,New York,Satisfied,Unsatisfied,Definitely yes,Definitely yes,No,47331,Slightly uncomfortable,Business,Female,54
12/03/2021 00:00:00,100,0,True,R_ex1qdE2eIRt3jvf,Orlando,Los Angeles,Unsatisfied,Satisfied,Probably yes,Definitely yes,Yes,92087,Slightly comfortable,Business,Non-binary / third gender,28
10/03/2021 00:00:00,100,0,True,R_899kBmqdxfex20R,Saint Louis,Seattle,Satisfied,Unsatisfied,Probably yes,Probably not,Yes,63079,Extremely comfortable,Personal,Prefer not to say,20
21/03/2021 00:00:00,100,0,True,R_aVQESc18026hdhb,Orlando,New York,Satisfied,Satisfied,Might or might not,Definitely yes,No,65194,Moderately comfortable,Personal,Non-binary / third gender,29
11/04/2021 00:00:00,100,0,True,R_09cdeU3L07OKWnH,Denver,Denver,Satisfied,Satisfied,Probably yes,Definitely yes,Yes,41140,Slightly uncomfortable,Personal,Female,50
